消息ID,时间戳,内容,附件数量,附件路径,Stickers,回复消息ID,嵌入内容数量
1422736476713779242,2025-10-01 00:06:49,Guess I'm putting this here...,0,,,,0
1422736497462739017,2025-10-01 00:06:54,,1,media/1422736497462739017_1422736497173598269.png,,,0
1422736924443021462,2025-10-01 00:08:35,Claimed the 1k and had 250 at the top to claim and they went to season 1 which has me showing all my previously earned fp missing,0,,,,0
1422737032031109210,2025-10-01 00:09:01,And to auto mute someone for using the F ight word in a discord about that exact thing is hilarious.,0,,,,0
1422737176919015506,2025-10-01 00:09:36,But would be nice to see how much I claimed on s1 since it's been visually wiped away,0,,,,0
1422737516334944347,2025-10-01 00:10:57,Answers please!!,0,,,,0
1422737563667664998,2025-10-01 00:11:08,Just a minnow surrounded by whales lol,1,media/1422737563667664998_1422737563420065943.png,,,0
1422737652213485760,2025-10-01 00:11:29,Ohhh ignore my message,0,,,,0
1422737673721872464,2025-10-01 00:11:34,Looks like I needed a refresh,0,,,,0
1422737709855670272,2025-10-01 00:11:43,Thanks for posting <@698465343739265025> made me go back haha,0,,,,0
1422737723034177586,2025-10-01 00:11:46,"Bottom note of the announcement has a note also, give it some time for the S1 FP load.",0,,,1422736924443021462,0
1422737905176023160,2025-10-01 00:12:29,Sorry man I got too excited and sad and worked up and I've been driving for about 7 hours today...Biloxi to ATL after dropping family off down near Trey,0,,,1422737723034177586,0
1422738238170333226,2025-10-01 00:13:49,What fish I’m I then  😂,1,media/1422738238170333226_1422738237868478666.png,,1422737563667664998,0
1422738368176853053,2025-10-01 00:14:20,One that hasn't had their points accurately update for Season 1 I presume 😅,0,,,1422738238170333226,0
1422738373671522344,2025-10-01 00:14:21,🫣,0,,,,0
1422738473302888459,2025-10-01 00:14:45,He better be claiming his dadgum moment points!,0,,,,0
1422738814044213320,2025-10-01 00:16:06,"I've been doing the bare f'ing minimum lol. Claimed for my moments when they got linked in the beginning. Power punches a grand total of like 2 times, did some of the quests I could - and entered to hopefully win some gift cards or signed merch 😅",0,,,,0
1422738964292304966,2025-10-01 00:16:42,Why did I just get flagged for that? 😅 not even sure what content could have been blocked,0,,,,0
1422740060788232254,2025-10-01 00:21:03,<@382241737806053378> is a cheater,0,,,,0
1422740138819322069,2025-10-01 00:21:22,You mean heavy investor,0,,,1422740060788232254,0
1422740195966582896,2025-10-01 00:21:35,Yes yes that's what I meant,0,,,1422740138819322069,0
1422740666638798940,2025-10-01 00:23:28,"I have all kinds of points for a mystery airdrop, surrounded in mystery, coming later. When? Thats a mystery. But I’ll keep stacking points for the second airdrop which is also a mystery.",0,,,,0
1422740995115843615,2025-10-01 00:24:46,When TGE?,0,,,,0
1422741028007448586,2025-10-01 00:24:54,Wen champion tier unlock? So I can get a bunch of mystery airdrop points 😁,0,,,,0
1422741355712741537,2025-10-01 00:26:12,https://tenor.com/view/frodo-keep-your-secrets-alright-then-lotr-gif-12907121,0,,,,1
1422741607651741737,2025-10-01 00:27:12,That bot should be gone shortly 😅,0,,,1422738964292304966,0
1422742522039500890,2025-10-01 00:30:50,https://tenor.com/view/bro-gif-2885651493260165635,0,,,,1
1422742629287854255,2025-10-01 00:31:16,<@296387788515966978>,0,,,,0
1422742813757669407,2025-10-01 00:32:00,There was a Discord Bot that was flagging posts errantly; all I messaged was that I would be posting about the Ultimate Tier soon (probably after work around Midnight est),0,,,,0
1422742999049175080,2025-10-01 00:32:44,fight,0,,,,0
1422743092267585688,2025-10-01 00:33:06,"Don’t know what the heck caused it not to post, I was assuming Ultimate Tier triggered it somehow 😆😅",0,,,,0
1422743211587276850,2025-10-01 00:33:34,Couldn’t handle the power of the Ultimate Tier.,0,,,1422743092267585688,0
1422745133769687152,2025-10-01 00:41:13,Is their a mobile app for fight id on samsung?,0,,,,0
1422745611257774131,2025-10-01 00:43:07,There are No Mobile Apps for Fight.iD currently; although hopefully someday they will build some out for Samsung and IPhone,0,,,1422745133769687152,0
1422751134128279697,2025-10-01 01:05:03,can make any webpage a shortcut like its an app though,0,,,,0
1422755534758744165,2025-10-01 01:22:33,It’s annoying because i have to log in every time with the shortcut,0,,,1422751134128279697,0
1422755590731464725,2025-10-01 01:22:46,I just leave a tab open in my browser for things I view daily,0,,,,0
1422760366173192275,2025-10-01 01:41:44,What did you get flagged for? I got muted for using f ight in a discord about f ighting,0,,,1422738964292304966,0
1422760465637052497,2025-10-01 01:42:08,Fight,0,,,,0
1422760526869430363,2025-10-01 01:42:23,Welp looks like that's not a problem anymore but I bet that's what it was before.,0,,,,0
1422787888298332231,2025-10-01 03:31:06,Hi,0,,,,0
1422788267061022720,2025-10-01 03:32:36,How’d all these guys get 2700 FP already?,0,,,,0
1422788403606327407,2025-10-01 03:33:09,On the top 20,0,,,,0
1422789493475512410,2025-10-01 03:37:29,Would they get the points buying moments,0,,,1422788267061022720,0
1422789851744305182,2025-10-01 03:38:54,I don’t think that’s it.,0,,,1422789493475512410,0
1422790294969122966,2025-10-01 03:40:40,I think I was ranked 18 or 19 in season 1,1,media/1422790294969122966_1422790294767665245.png,,,0
1422790431846170719,2025-10-01 03:41:13,,1,media/1422790431846170719_1422790431732793404.gif,,,0
1422791126267461693,2025-10-01 03:43:58,Highly doubt it...but maybe botting new users like we had when the flood gates opened at the beginning?,0,,,1422789493475512410,0
1422801444087791737,2025-10-01 04:24:58,Very sus,0,,,,0
1422804212735016990,2025-10-01 04:35:58,"UFC Strike’s introduction to Ultimate Moments is pretty perfect; going to just post that

This tier is the creme de la creme, celebrating monumental wins in UFC that stand the test of time. It encompasses record-breaking performances, Hall of Fame fights, and storied moments that etch a fighter's name into the annals of UFC history. These are the rarest and most revered collectibles, celebrating the pinnacle of an athlete's career.",0,,,,0
1422804315914895360,2025-10-01 04:36:23,Moments in the Ultimate tier can have edition sizes as low as /1 and as high as /10,0,,,,0
1422808026120851528,2025-10-01 04:51:07,"*Renowned for his willingness to face any challenger, former featherweight champion, Max ""Blessed"" Holloway, moved up to lightweight to compete against former interim champion, Justin Gaethje, for the UFC BMF title at UFC 300. With the scorecards in his favor, Holloway stepped to the center of the Octagon and pointed to the ground, challenging Gaethje to go all out in the final 10 seconds of the fifth round. In a moment that will inspire generations of fighters to come, Holloway delivered a walk-off KO in the last second of the fight, solidifying his status as the baddest man on the planet.*",1,media/1422808026120851528_1422808024732532766.mov,,,0
1422808368904405104,2025-10-01 04:52:29,"Only 10 Exist, and about 4 are still in UFC Strike’s reserves",0,,,,0
1422808742352912455,2025-10-01 04:53:58,"*In just the fourth instance in UFC history where champions from different divisions fought for the same title, women's bantamweight champion Amanda ""The Lioness"" Nunes challenged fellow featherweight champion Cris Cyborg for the women's featherweight title at UFC 232. In a stunning display of speed and power, Nunes shocked the world by knocking Cyborg out 51 seconds into the first round, joining the prestigious ranks of two-division champions and staking her claim as the greatest women's fighter of all time.*",1,media/1422808742352912455_1422808741132111902.mov,,,0
1422809118443569283,2025-10-01 04:55:28,"Only 10 Exist, and about 3 are still in UFC Strike’s reserves
(Harder to get exact counts without the 3rd party Blockchain tools lost in the Migration)",0,,,,0
1422809547881447424,2025-10-01 04:57:10,"*Making his first heavyweight title defense, Jon ""Bones"" Jones faced the legendary Stipe Miocic at UFC 309 in a blockbuster main event. From the outset, Jones showcased his signature striking, mixing in a variety of attacks and scoring an impressive trip takedown in the opening round. Late in the third round, Jones landed a perfectly timed spinning back kick to Miocic's body, sending him crashing to the canvas. The victory solidified Jones' reign as heavyweight champion and further cemented his legacy as the greatest mixed martial artist of all time.*",1,media/1422809547881447424_1422809546564440084.mov,,,0
1422809671072481282,2025-10-01 04:57:40,"One of One, the single biggest sale in UFC Strike’s history was this Moment for $20,000",0,,,,0
1422810237454516258,2025-10-01 04:59:55,"*Renowned for his precision and dominance in the flyweight division, Demetrious ""Mighty Mouse"" Johnson showcased his unparalleled grappling skills in a title defense against Ray Borg at UFC 216. Securing a spectacular flying armbar submission in the fifth round, Johnson earned his 7th finish in the division, breaking the record for the most finishes in UFC flyweight history. This victory solidified Johnson's legacy as one of the greatest flyweight mixed martial artists of all time.*",1,media/1422810237454516258_1422810236720255056.mov,,,0
1422810418048401478,2025-10-01 05:00:38,"One of One, Absolutely Iconic. One of my favorite fighters and finishes ever",0,,,,0
1422811441064312864,2025-10-01 05:04:42,Hopefully they figure out a way to get rid of all these bots or any reward is going to be DOA,0,,,,0
1422812740225073233,2025-10-01 05:09:51,"Fight.iD has been fairly good about cracking down on Bad Actors (although I’ll controversially say that I think the Top of the Leaderboard last Season likely gamed the system; in my opinion there was no legitimate way to Earn 600,000 FP in a few days like that)",0,,,,0
1422813065530970176,2025-10-01 05:11:09,"During one of the Galxe Promotions the entire Leaderboard filled with 100,000+ FP Accounts in 1-2 days, Fight.iD was mostly on top of it. The folks who likely bot’d referrals seem to have been banned, mostly",0,,,,0
1422835582798663754,2025-10-01 06:40:37,The leaderboard is already hacked…not good,0,,,,0
1422835967026401393,2025-10-01 06:42:09,Referral bots,0,,,1422788267061022720,0
1422839444334968842,2025-10-01 06:55:58,,1,media/1422839444334968842_1422839443987107870.gif,,1422835967026401393,0
1422893289186529293,2025-10-01 10:29:56,"Hey, is there any info about what Fight.iD Seasons are all about and what the FP points will be used for?",0,,,1422812740225073233,0
1422904547059306597,2025-10-01 11:14:40,Hellow mate,0,,,,0
1422904681218445343,2025-10-01 11:15:12,How to won ufc strick role,0,,,,0
1422907287592505354,2025-10-01 11:25:33,I hit that bag daily....seems the end of round 1 was also the end of my ability to claim rewards 💯 .  Any suggestions  ?...I came with STRIKE  to this place....Can someone poit me to a road map for this Fight ID. Going forward.  My apologies if I missed the memo .,0,,,,0
1422913428418203732,2025-10-01 11:49:57,Season 1 FP will be audited to weed out the fraudulent FP earners.,0,,,1422812740225073233,0
1422914009996198001,2025-10-01 11:52:16,"Submit a support ticket via email if you’re having issues. Include your email, fight.id and any screenshots of your error. Thanks 🙏",0,,,1422907287592505354,0
1422914315916148857,2025-10-01 11:53:29,Join the UFC Strike discord and own some of their NFT’s,0,,,1422904681218445343,0
1422916348647968838,2025-10-01 12:01:34,i got 1 point in strikeforce account,0,,,,0
1422916727335030794,2025-10-01 12:03:04,so season 1 ended,0,,,,0
1422981156038643822,2025-10-01 16:19:05,Buy a champ,0,,,1422904681218445343,0
1423011499521347664,2025-10-01 18:19:39,lfg,0,,,,0
1423021076224413827,2025-10-01 18:57:43,So many bots in these FightFi chats,0,,,,0
1423021297511956510,2025-10-01 18:58:35,It’s fun trying to find the real collectors,0,,,,0
1423021550193475665,2025-10-01 18:59:36,"Before you corrected I was going to say, **There can only be 1** <@296387788515966978>",0,,,,0
1423021979497267351,2025-10-01 19:01:18,"Heheh just playing, seems like a lot less native English speakers; most seem to just be folks checking out what Fight.iD is",0,,,,0
1423044245857501267,2025-10-01 20:29:47,What happened to my points? I had points for season 2 yesterday but it’s showing 0 today.,1,media/1423044245857501267_1423044245672955964.jpg,,,0
1423044360617988349,2025-10-01 20:30:14,I know the season 1 ended but I had points for season 2,0,,,,0
1423053487977267232,2025-10-01 21:06:30,Exactly this. The champ has a name and the name is Darth. Too long have I stayed in the shadows looking at this 600K phoney. 😂,0,,,1422812740225073233,0
1423065952077217792,2025-10-01 21:56:02,Send an email to support if you’re still having issues please.,0,,,1423044245857501267,0
1423066136714412175,2025-10-01 21:56:46,https://tenor.com/view/charles-charles-oliveira-oliveira-gif-22338281,0,,,1423053487977267232,1
1423070679334387876,2025-10-01 22:14:49,Jiri living that life.,1,media/1423070679334387876_1423070678969618603.jpg,,,0
1423081136581509160,2025-10-01 22:56:22,"I just saw a video of him preparing for the fight by doing sprints with his nose pinched closed and mouth shut, can’t recall if it was tapped shut.",0,,,1423070679334387876,0
1423081155908997141,2025-10-01 22:56:27,What a nut,0,,,,0
1423081166348746843,2025-10-01 22:56:29,I love it haha,0,,,,0
1423088096529879160,2025-10-01 23:24:01,"The road to 2049 was it an actual token we could get?  I don’t recall a claim for the 1,00 FP either, I think I saw one for 250…",1,media/1423088096529879160_1423088096303648860.jpg,,,0
1423135626525413488,2025-10-02 02:32:53,hi guys,0,,,,0
1423137101045829685,2025-10-02 02:38:45,1000 FP is the max reward if you completed every task. Not everyone gets 1000,0,,,1423088096529879160,0
1423149038517354506,2025-10-02 03:26:11,Will we get any big announcements this week ?,0,,,,0
1423150559090704470,2025-10-02 03:32:14,"The 250 FP is for claiming a weekly streak, there is no Token yet. The 1000 FP from the event was automatically added to each account at the end of the event; there wasn’t anything to Claim. The countdown was for the Token 2049 Singapore Event",0,,,1423088096529879160,0
1423153132287955075,2025-10-02 03:42:27,HI,0,,,,0
1423212911077363712,2025-10-02 07:40:00,GM bro. sup,0,,,1423153132287955075,0
1423239294855938169,2025-10-02 09:24:50,hello sup,0,,,1423153132287955075,0
1423339482534645820,2025-10-02 16:02:57,Too bad the daily bag is not adding to our season 2 FP.,0,,,,0
1423346258294079579,2025-10-02 16:29:52,What do you mean? It’s been adding the points to Season 2 for me each day,0,,,1423339482534645820,0
1423350327691972711,2025-10-02 16:46:02,Cage match needed to verify  status,0,,,1423021297511956510,0
1423354003487723601,2025-10-02 17:00:39,"I have been stuck at 250 since day 1 of season 2 and get 100 on the bag each day. Hit claim button, but total never changes.",0,,,1423346258294079579,0
1423354275081355286,2025-10-02 17:01:43,,1,media/1423354275081355286_1423354275127627857.png,,,0
1423354428643217439,2025-10-02 17:02:20,"Weird! <@296387788515966978> might be a able to help, I’m not sure what could have caused that issue",0,,,,0
1423354660634230886,2025-10-02 17:03:15,"I’m only at 170 for Season 2, but only from playing the Bag game daily for 80-100 points",0,,,,0
1423355185811685439,2025-10-02 17:05:20,Submit a trouble ticket with your email and fight.id and I’ll have it investigated. Someone else reported a similiar issue already. Probably a bug that needs to be resolved.,0,,,1423354003487723601,0
1423366682822447104,2025-10-02 17:51:02,Hola,0,,,,0
1423366856542261439,2025-10-02 17:51:43,Gotta train harder 😤,0,,,1423354003487723601,0
1423367020682154088,2025-10-02 17:52:22,I kid i kid,0,,,,0
1423390716511518770,2025-10-02 19:26:32,Same here . Im stuck on 40...Im sure this can easily be resolved.  🙏,0,,,1423354003487723601,0
1423413434711539783,2025-10-02 20:56:48,"After investigating, we’ve found that some users Punch Game metrics are unlikely to be achieved without cheating. The system will not reward FP for suspected fraudulent attempts. 

If anyone is having issues and believe it’s unrelated to the info above, please submit a support ticket with your email and Fight.ID and we’ll look it.",0,,,1423355185811685439,0
1423472189851697253,2025-10-03 00:50:16,Good to see and hear a FightFI ad and live promo on UFC BJJ,0,,,,0
1423495116806426798,2025-10-03 02:21:23,👀,1,media/1423495116806426798_1423495116580196362.jpg,,,0
1423584662340505650,2025-10-03 08:17:12,How can so many people already have 2680-2780FP in S2 on the leaderboard? I'm guessing it's not from buying moments and completing tasks. Also where can you see the S1 leaderboard?,0,,,,0
1423639284828868651,2025-10-03 11:54:15,GM everybody,0,,,,0
1423643405765967925,2025-10-03 12:10:37,Get on those referrals bonuses,0,,,1423584662340505650,0
1423645351423770675,2025-10-03 12:18:21,"Damn, that's a lot of referrals",0,,,1423643405765967925,0
1423646172278423623,2025-10-03 12:21:37,Thats people cheating the referral system. This was done right when fightfi opened too. They did clean it up a bit but that's the downside of offering referrals. Just need to go generate a bunch of email addresses and wallet and you can climb the ladder.,0,,,1423645351423770675,0
1423646758763757599,2025-10-03 12:23:57,"S1 ended, s2 ongoing ? It that true right ?",0,,,,0
1423647563856351342,2025-10-03 12:27:09,FP,0,,,,0
1423648807484264499,2025-10-03 12:32:05,unlucky. I still have just 600FP,0,,,1423584662340505650,0
1423659291302297680,2025-10-03 13:13:45,Kinda like multi-accounting in early Strike days,0,,,1423646172278423623,0
1423660211566149806,2025-10-03 13:17:24,Hmm I guess so. But I think that was all dapper products. Here's it's just collecting points and hopefully we get some good options for spending those points.,0,,,1423659291302297680,0
1423660713791983717,2025-10-03 13:19:24,"At least rewards were known back then, now it's all hypothetical😂",0,,,1423660211566149806,0
1423661298918625341,2025-10-03 13:21:44,Are we sure these point are being accumulated for spending purposes or just a social status on a leaderboard,0,,,1423660211566149806,0
1423662026894610432,2025-10-03 13:24:37,"https://discord.com/channels/1329891599177486399/1329902713516986499/1422736087205416982
""What does this mean?
▫️ All FP you earned during your Fight.ID Journey thus far will equate to airdrop rewards for Season 1 participation at a later date""",0,,,1423661298918625341,0
1423663376499867798,2025-10-03 13:29:59,"Okay I thought they were building a marketplace where we could cash in our point for either packs, merch or even a ticket to an event but getting random airdrops could be good",0,,,1423662026894610432,0
1423667362187710485,2025-10-03 13:45:49,Random airdrops of s2 points?,0,,,,0
1423675582402662513,2025-10-03 14:18:29,Hellow fam,0,,,,0
1423675757108006962,2025-10-03 14:19:11,Winners get dinner cooked by Chef Kurry and rear naked choke to finish the night,0,,,1423663376499867798,0
1423697642067722413,2025-10-03 15:46:08,Smashing machine time,0,,,,0
1423699069532115085,2025-10-03 15:51:49,Could have promoted a Possible s3 moment,0,,,1423697642067722413,0
1423702170192314399,2025-10-03 16:04:08,Let's see if it's any good first 😂,0,,,,0
1423702245077422270,2025-10-03 16:04:26,All of 3 people in here and it's the only rpx showing,0,,,,0
1423718254051852461,2025-10-03 17:08:03,Maybe a poster with a protein shake recipe🤔,0,,,1423667362187710485,0
1423732468602765423,2025-10-03 18:04:32,Wasn't great.,0,,,,0
1423739571593805945,2025-10-03 18:32:45,"A solid 20% of the movie was making shakes. 

All the combat scenes were shot in a really boring fashion. 

Weird jazz sound track. 

It's gonna bomb",0,,,1423718254051852461,0
1423740883819303004,2025-10-03 18:37:58,Hello,0,,,,0
1423741509681025065,2025-10-03 18:40:27,Hello! 👋,0,,,,0
1423741728422236302,2025-10-03 18:41:19,"Damn I was hoping it would be really good. Glad to hear your take though, sounds like they went too “artsy” with it; I’ll lower my expectations a bit",0,,,1423739571593805945,0
1423741918268882995,2025-10-03 18:42:05,We’re talking about the movie The Smashing Machine if that’s hard for anyone to track 😆,0,,,,0
1423745250236563458,2025-10-03 18:55:19,"Damn I was really looking forward to it. So many crappy movies these days. Wasted money to go watch Him, guess I'll be skipping the smashing machine",0,,,1423739571593805945,0
1423747907114238124,2025-10-03 19:05:53,"If you don't have the unlimited plan it's not worth a ticket. 

Very flat all the way through.",0,,,1423745250236563458,0
1423760661510619188,2025-10-03 19:56:33,i miss the PFL FML,0,,,,0
1423764936932458547,2025-10-03 20:13:33,Still have 2 fights left,0,,,1423760661510619188,0
1423781851100876941,2025-10-03 21:20:45,,1,media/1423781851100876941_1423781850828112063.jpg,,,0
1423781876874608640,2025-10-03 21:20:52,Got my Emmett auto,0,,,,0
1423785562170458123,2025-10-03 21:35:30,Congrats 🎉,0,,,1423781851100876941,0
1423801237513703477,2025-10-03 22:37:47,Go Josh!,1,media/1423801237513703477_1423801237597454346.png,,,0
1423974034114088992,2025-10-04 10:04:25,CONGRATS BUDDY,0,,,1423781851100876941,0
1423974340189360139,2025-10-04 10:05:38,we will get the results soon,0,,,1423764936932458547,0
1424007343665840288,2025-10-04 12:16:47,Hellow fam,0,,,,0
1424007370513715301,2025-10-04 12:16:53,How are you all,0,,,,0
1424021215278006322,2025-10-04 13:11:54,,1,media/1424021215278006322_1424021215013638235.png,,,0
1424021260714770544,2025-10-04 13:12:05,You can’t beat the bots. I have tried..,0,,,,0
1424022382493958228,2025-10-04 13:16:33,Hhahaha,0,,,,0
1424022425263276072,2025-10-04 13:16:43,Love a good bot entry....,0,,,,0
1424049072276508672,2025-10-04 15:02:36,GM chat. Who’s ready for UFC 320 tonight?,0,,,,0
1424058137442521240,2025-10-04 15:38:37,Congrats. Slick!,0,,,1423781851100876941,0
1424072493454594110,2025-10-04 16:35:40,The bots are Chael Sonnen. Our Champ moments are Anderson Silva 😜,1,media/1424072493454594110_1424072493412647043.jpg,,,0
1424073879696969849,2025-10-04 16:41:10,Sponsored by Burger King lol,0,,,1424072493454594110,0
1424088438906290376,2025-10-04 17:39:02,!daily,0,,,,0
1424161421264162927,2025-10-04 22:29:02,Gonna assume some permissions are broken in the rumble channel,0,,,,0
1424161536288755794,2025-10-04 22:29:29,I also assume it's because it's severely locked down to what accounts can send messages to the channel <@296387788515966978>,0,,,,0
1424161869404442674,2025-10-04 22:30:49,Well I call dibs if rumble doesn't work <:FFighter:1337217787457699870>,0,,,,0
1424161987381952532,2025-10-04 22:31:17,"We have a back up plan, winner announced shortly",0,,,1424161536288755794,0
1424273315828338719,2025-10-05 05:53:40,"What a fight card!! <:FFighter:1337217787457699870> 
Definitely one of the best this year",0,,,,0
1424350435166257264,2025-10-05 11:00:06,Does anyone know know how many players in the fighter picks every week,0,,,,0
1424359025474015295,2025-10-05 11:34:14,well i have 600fp how they got 2800 on first day and now they have 3000plus,0,,,1424021215278006322,0
1424392741256695919,2025-10-05 13:48:13,Chama,0,,,,0
1424403192011161640,2025-10-05 14:29:45,Go to <#1330259640952553483>  and click on website  to do that,0,,,,0
1424413324258312243,2025-10-05 15:10:00,Hi fam,0,,,,0
1424413359813558465,2025-10-05 15:10:09,How are you all,0,,,,0
1424414461153771520,2025-10-05 15:14:31,CHAMA!!,0,,,1424413359813558465,0
1424416721158275152,2025-10-05 15:23:30,CHAMA! 🗿,0,,,,0
1424417480268316774,2025-10-05 15:26:31,"Hey, doing really well! One heck of a great UFC Card last night; almost all of the fighters me and my brother were rooting for won, it was so much fun cheering on Jiri especially",0,,,1424413359813558465,0
1424417683230953703,2025-10-05 15:27:20,"We’re both massive fans of him and Alex P (plus I think I got my brother on the Merab bandwagon last night too, he was a huge O’Malley fan)",0,,,,0
